Date,DayOfWeek,Guests,Event,Weather,Dish,Prepared_Qty,Sold_Qty,Waste_Qty
11-05-2024,Saturday,314,Corporate Party,Cloudy,Butter Naan,44,44,3
21-07-2024,Sunday,53,Wedding,Hot,Ragi Mudde,28,26,9
05-07-2024,Friday,194,,Cloudy,Pav Bhaji,41,38,3
31-10-2024,Thursday,175,,Cold,Paneer Butter Masala,30,30,3
13-04-2024,Saturday,197,,Hot,Masala Dosa,30,27,3
24-06-2024,Monday,220,,Cloudy,Chicken Curry,39,36,3
19-10-2024,Saturday,258,Corporate Party,Rainy,Veg Pulao,50,50,3
16-06-2024,Sunday,335,Corporate Party,Sunny,Pizza Margherita,50,47,3
20-03-2024,Wednesday,246,,Cloudy,Butter Naan,49,49,3
25-08-2024,Sunday,370,,Rainy,Idli Sambar,43,43,3
25-05-2024,Saturday,176,,Cold,Veg Biryani,46,46,3
21-03-2024,Thursday,57,,Rainy,Veg Biryani,49,49,3
21-11-2024,Thursday,109,Festival,Hot,Chicken Biryani,34,33,7
29-10-2024,Tuesday,134,,Cold,Fried Rice,27,25,9
03-02-2024,Saturday,351,,Rainy,Veg Biryani,40,40,3
25-08-2024,Sunday,392,,Cold,Paneer Tikka,35,32,3
16-03-2024,Saturday,58,,Rainy,Pasta Alfredo,50,49,7
25-04-2024,Thursday,110,Wedding,Sunny,Idli Sambar,39,35,4
11-12-2024,Wednesday,67,,Cold,Beetroot Salad,22,22,3
02-12-2024,Monday,295,Festival,Sunny,Chicken Curry,48,48,3
28-07-2024,Sunday,273,Conference,Hot,Pav Bhaji,40,40,3
12-01-2024,Friday,390,,Cold,Grilled Fish,50,50,3
22-11-2024,Friday,81,Festival,Sunny,Grilled Fish,50,47,3
20-08-2024,Tuesday,145,,Cloudy,Dal Tadka,40,39,7
23-08-2024,Friday,248,,Rainy,Paneer Butter Masala,50,50,3
01-05-2024,Wednesday,218,,Cold,Veg Pulao,30,30,3
10-01-2024,Wednesday,227,,Cloudy,Aloo Paratha,32,28,4
18-08-2024,Sunday,52,Wedding,Cold,Masala Dosa,48,46,9
19-06-2024,Wednesday,336,,Hot,Chicken Curry,33,33,3
30-12-2024,Monday,209,Festival,Cloudy,Paneer Butter Masala,37,36,7
15-09-2024,Sunday,277,Festival,Cold,Veg Biryani,40,38,9
08-11-2024,Friday,85,,Cold,Veg Pulao,20,17,3
25-07-2024,Thursday,363,,Sunny,Fried Rice,50,48,9
20-08-2024,Tuesday,379,,Cloudy,Veg Manchurian,50,50,3
21-10-2024,Monday,317,,Cold,Mutton Curry,45,43,9
04-12-2024,Wednesday,322,Corporate Party,Rainy,Fried Rice,38,38,3
11-11-2024,Monday,324,,Rainy,Veg Biryani,45,43,9
08-11-2024,Friday,60,,Sunny,Masala Dosa,20,20,3
29-05-2024,Wednesday,194,,Cold,Mutton Curry,47,47,3
13-08-2024,Tuesday,102,Wedding,Hot,Chicken Curry,38,38,3
29-10-2024,Tuesday,340,Conference,Cloudy,Chicken Curry,50,50,3
17-12-2024,Tuesday,317,,Cloudy,Veg Biryani,27,23,4
07-04-2024,Sunday,338,,Hot,Idli Sambar,47,47,3
14-11-2024,Thursday,228,,Cloudy,Bajra Khichdi,28,28,3
04-11-2024,Monday,254,Wedding,Rainy,Grilled Fish,35,35,3
03-01-2024,Wednesday,282,,Cold,Dal Tadka,28,28,3
28-04-2024,Sunday,126,,Cold,Masala Dosa,50,50,3
17-10-2024,Thursday,104,,Sunny,Pav Bhaji,40,39,7
23-05-2024,Thursday,375,,Cloudy,Hakka Noodles,50,46,4
04-02-2024,Sunday,301,Wedding,Hot,Dal Tadka,50,50,3
21-06-2024,Friday,340,,Cold,Paneer Butter Masala,45,41,4
30-04-2024,Tuesday,372,,Hot,Veg Biryani,33,33,3
14-10-2024,Monday,60,,Rainy,Fried Rice,46,46,3
24-06-2024,Monday,201,,Cloudy,Dal Tadka,46,42,4
14-06-2024,Friday,275,,Cloudy,Pasta Alfredo,32,32,3
21-10-2024,Monday,146,,Sunny,Butter Naan,26,26,3
23-02-2024,Friday,126,Festival,Hot,Pizza Margherita,50,49,7
07-07-2024,Sunday,295,,Sunny,Aloo Paratha,30,30,3
29-08-2024,Thursday,245,,Cold,Masala Dosa,26,26,3
25-09-2024,Wednesday,211,,Cloudy,Paneer Butter Masala,34,33,7
23-06-2024,Sunday,387,Wedding,Cold,Aloo Paratha,48,47,7
04-03-2024,Monday,295,Corporate Party,Cloudy,Chicken Curry,50,49,7
12-02-2024,Monday,145,Corporate Party,Hot,Aloo Paratha,39,39,3
02-10-2024,Wednesday,352,Festival,Hot,Dal Tadka,50,50,3
03-11-2024,Sunday,264,,Hot,Masala Dosa,47,43,4
07-03-2024,Thursday,255,,Hot,Chicken Curry,45,43,9
18-02-2024,Sunday,390,,Cloudy,Fried Rice,38,37,7
30-01-2024,Tuesday,357,,Cold,Aloo Paratha,50,49,7
09-07-2024,Tuesday,113,,Cold,Chicken Biryani,27,26,7
16-01-2024,Tuesday,290,Wedding,Hot,Veg Biryani,42,41,7
05-12-2024,Thursday,286,,Cold,Aloo Paratha,40,37,3
10-03-2024,Sunday,262,,Hot,Dal Tadka,39,35,4
01-11-2024,Friday,332,,Sunny,Aloo Paratha,41,41,3
25-12-2024,Wednesday,125,,Cloudy,Pizza Margherita,20,19,7
22-11-2024,Friday,285,Festival,Rainy,Fried Rice,42,38,4
17-09-2024,Tuesday,173,,Cold,Fried Rice,50,50,3
12-01-2024,Friday,244,,Cold,Grilled Fish,25,23,9
04-01-2024,Thursday,273,,Cloudy,Idli Sambar,31,31,3
10-03-2024,Sunday,249,,Sunny,Pav Bhaji,39,39,3
19-01-2024,Friday,252,,Hot,Hakka Noodles,47,44,3
03-01-2024,Wednesday,77,,Rainy,Butter Naan,30,30,3
19-12-2024,Thursday,232,,Cloudy,Veg Pulao,35,35,3
29-10-2024,Tuesday,394,Wedding,Rainy,Bruschetta,50,46,4
21-06-2024,Friday,366,,Cold,Butter Naan,39,37,9
06-08-2024,Tuesday,378,,Cloudy,Bajra Khichdi,46,44,9
10-05-2024,Friday,62,,Cloudy,Fried Rice,34,30,4
30-05-2024,Thursday,194,,Cold,Pasta Alfredo,26,25,7
27-03-2024,Wednesday,379,,Sunny,Veg Biryani,38,36,9
01-02-2024,Thursday,397,,Cloudy,Fried Rice,50,50,3
29-04-2024,Monday,344,,Cold,Grilled Fish,41,41,3
13-02-2024,Tuesday,357,Festival,Hot,Dal Tadka,40,40,3
07-07-2024,Sunday,198,,Cloudy,Chicken Curry,36,35,7
21-12-2024,Saturday,88,Festival,Hot,Grilled Fish,30,28,9
03-10-2024,Thursday,314,,Sunny,Hakka Noodles,50,48,9
20-08-2024,Tuesday,101,,Hot,Chicken Curry,44,41,3
03-07-2024,Wednesday,281,,Cloudy,Idli Sambar,23,19,4
03-04-2024,Wednesday,212,Festival,Sunny,Avocado Toast,50,50,3
08-12-2024,Sunday,284,Festival,Rainy,Chicken Biryani,48,48,3
20-04-2024,Saturday,209,,Cloudy,Veg Biryani,40,40,3
01-11-2024,Friday,61,Conference,Sunny,Fried Rice,46,45,7
25-06-2024,Tuesday,324,,Sunny,Idli Sambar,41,41,3
16-07-2024,Tuesday,166,,Cold,Chole Bhature,27,27,3
20-01-2024,Saturday,120,,Hot,Fried Rice,24,21,3
17-07-2024,Wednesday,230,Festival,Hot,Hakka Noodles,48,45,3
06-07-2024,Saturday,148,,Cold,Fried Rice,41,41,3
06-07-2024,Saturday,98,,Sunny,Pizza Margherita,41,38,3
27-04-2024,Saturday,397,,Cold,Hakka Noodles,34,34,3
10-08-2024,Saturday,377,,Rainy,Masala Dosa,50,50,3
29-05-2024,Wednesday,195,Corporate Party,Cold,Pizza Margherita,43,40,3
29-10-2024,Tuesday,102,Wedding,Sunny,Masala Dosa,34,34,3
28-08-2024,Wednesday,297,,Hot,Avocado Toast,35,31,4
12-01-2024,Friday,273,Festival,Sunny,Chicken Biryani,50,47,3
10-03-2024,Sunday,233,Wedding,Cloudy,Butter Naan,50,46,4
29-12-2024,Sunday,53,Wedding,Cold,Veg Manchurian,35,35,3
05-03-2024,Tuesday,139,Conference,Rainy,Chicken Biryani,37,34,3
07-10-2024,Monday,362,,Sunny,Pav Bhaji,50,50,3
20-11-2024,Wednesday,228,,Cloudy,Veg Biryani,44,44,3
17-12-2024,Tuesday,298,,Hot,Pizza Margherita,31,31,3
19-03-2024,Tuesday,185,,Cold,Pizza Margherita,50,47,3
24-06-2024,Monday,300,,Hot,Aloo Paratha,34,34,3
02-02-2024,Friday,342,Wedding,Rainy,Dal Tadka,49,45,4
10-07-2024,Wednesday,120,,Hot,Masala Dosa,38,38,3
14-12-2024,Saturday,258,Festival,Hot,Pav Bhaji,49,47,9
21-02-2024,Wednesday,143,,Cold,Hakka Noodles,24,24,3
04-09-2024,Wednesday,378,,Cold,Fried Rice,30,26,4
31-10-2024,Thursday,317,,Cold,Pasta Alfredo,38,38,3
01-10-2024,Tuesday,381,,Sunny,Veg Biryani,36,33,3
27-04-2024,Saturday,266,Corporate Party,Sunny,Chicken Biryani,47,47,3
21-07-2024,Sunday,266,,Rainy,Fried Rice,47,45,9
16-08-2024,Friday,238,,Cold,Grilled Fish,50,48,9
04-05-2024,Saturday,62,,Hot,Butter Naan,30,27,3
03-07-2024,Wednesday,117,Conference,Rainy,Hakka Noodles,40,38,9
07-10-2024,Monday,112,,Cold,Dal Tadka,44,44,3
07-04-2024,Sunday,278,,Rainy,Veg Pulao,40,37,3
19-09-2024,Thursday,379,,Sunny,Chole Bhature,30,28,9
05-06-2024,Wednesday,227,Conference,Hot,Zucchini Pasta,32,32,3
02-11-2024,Saturday,288,,Cloudy,Veg Pulao,26,24,9
19-07-2024,Friday,213,Wedding,Sunny,Pasta Alfredo,40,37,3
04-08-2024,Sunday,189,,Cloudy,Paneer Tikka,35,34,7
13-02-2024,Tuesday,209,Corporate Party,Rainy,Paneer Butter Masala,50,50,3
05-07-2024,Friday,187,,Rainy,Pav Bhaji,37,37,3
09-08-2024,Friday,116,,Rainy,Paneer Butter Masala,41,41,3
03-04-2024,Wednesday,140,,Cold,Paneer Tikka,40,38,9
25-10-2024,Friday,92,,Rainy,Aloo Paratha,26,22,4
12-04-2024,Friday,196,,Hot,Pav Bhaji,26,26,3
28-01-2024,Sunday,191,Corporate Party,Cloudy,Veg Biryani,41,41,3
19-04-2024,Friday,97,Corporate Party,Sunny,Masala Dosa,50,50,3
09-10-2024,Wednesday,298,Festival,Cold,Bruschetta,37,37,3
01-04-2024,Monday,184,,Cloudy,Chicken Biryani,36,36,3
09-12-2024,Monday,128,,Sunny,Hakka Noodles,24,22,9
21-12-2024,Saturday,122,,Cold,Chicken Curry,30,26,4
09-10-2024,Wednesday,144,,Cloudy,Paneer Tikka,44,44,3
26-01-2024,Friday,94,,Sunny,Idli Sambar,44,42,9
15-02-2024,Thursday,170,,Rainy,Veg Biryani,32,30,9
28-09-2024,Saturday,373,Festival,Rainy,Masala Dosa,48,48,3
03-08-2024,Saturday,59,,Cloudy,Dal Tadka,44,44,3
16-01-2024,Tuesday,389,,Cold,Chicken Curry,50,50,3
28-04-2024,Sunday,127,,Hot,Grilled Fish,46,46,3
09-03-2024,Saturday,144,Festival,Cloudy,Chicken Curry,50,50,3
19-11-2024,Tuesday,139,,Hot,Aloo Paratha,20,20,3
22-03-2024,Friday,340,,Sunny,Butter Naan,49,49,3
20-04-2024,Saturday,194,Conference,Hot,Pasta Alfredo,50,50,3
02-07-2024,Tuesday,78,,Hot,Masala Dosa,36,36,3
03-08-2024,Saturday,253,,Cloudy,Paneer Butter Masala,41,41,3
22-03-2024,Friday,242,,Rainy,Butter Naan,23,23,3
02-09-2024,Monday,75,,Cloudy,Pasta Alfredo,22,20,9
04-04-2024,Thursday,254,Festival,Sunny,Grilled Fish,39,38,7
26-06-2024,Wednesday,222,,Sunny,Veg Biryani,20,19,7
10-06-2024,Monday,125,Wedding,Hot,Idli Sambar,39,39,3
03-01-2024,Wednesday,353,Corporate Party,Cold,Pizza Margherita,50,47,3
14-01-2024,Sunday,187,,Cloudy,Fried Rice,40,40,3
20-10-2024,Sunday,377,,Cold,Masala Dosa,50,50,3
09-04-2024,Tuesday,159,,Sunny,Butter Naan,32,28,4
20-01-2024,Saturday,206,,Hot,Chole Bhature,50,46,4
22-04-2024,Monday,329,,Sunny,Butter Naan,43,43,3
03-07-2024,Wednesday,247,,Cloudy,Masala Dosa,50,46,4
08-12-2024,Sunday,278,Wedding,Rainy,Veg Biryani,43,43,3
26-03-2024,Tuesday,180,Conference,Sunny,Pasta Alfredo,50,47,3
08-05-2024,Wednesday,57,,Cold,Quinoa Upma,31,29,9
09-08-2024,Friday,195,Conference,Cloudy,Masala Dosa,47,46,7
31-08-2024,Saturday,176,,Rainy,Veg Manchurian,50,50,3
23-06-2024,Sunday,131,,Hot,Veg Pulao,40,36,4
27-01-2024,Saturday,184,,Sunny,Butter Naan,29,25,4
14-04-2024,Sunday,97,,Hot,Chicken Curry,44,43,7
16-10-2024,Wednesday,71,,Sunny,Tofu Curry,28,25,3
13-04-2024,Saturday,314,,Cloudy,Paneer Butter Masala,50,50,3
06-07-2024,Saturday,120,Conference,Cold,Dal Tadka,50,49,7
29-11-2024,Friday,386,,Cloudy,Butter Naan,32,29,3
27-07-2024,Saturday,272,,Hot,Chicken Biryani,21,21,3
02-12-2024,Monday,360,Festival,Cold,Paneer Butter Masala,50,46,4
07-06-2024,Friday,331,Wedding,Cold,Veg Manchurian,50,50,3
04-01-2024,Thursday,317,,Rainy,Dal Tadka,50,50,3
07-03-2024,Thursday,393,,Cloudy,Veg Pulao,36,36,3
22-12-2024,Sunday,253,,Sunny,Chicken Biryani,44,42,9
28-04-2024,Sunday,185,,Hot,Butter Naan,50,50,3
24-07-2024,Wednesday,223,Conference,Cloudy,Veg Biryani,38,38,3
29-03-2024,Friday,366,,Cold,Butter Naan,50,48,9
18-11-2024,Monday,65,,Cold,Paneer Butter Masala,20,20,3
08-04-2024,Monday,73,,Sunny,Dal Tadka,44,40,4
19-07-2024,Friday,102,,Rainy,Mutton Curry,29,28,7
21-05-2024,Tuesday,263,,Sunny,Avocado Toast,44,42,9
14-11-2024,Thursday,87,,Hot,Masala Dosa,36,32,4
13-12-2024,Friday,185,,Cloudy,Pizza Margherita,25,21,4
03-06-2024,Monday,132,,Hot,Masala Dosa,39,38,7
23-10-2024,Wednesday,125,Corporate Party,Cloudy,Chicken Curry,46,45,7
21-04-2024,Sunday,207,,Rainy,Quinoa Upma,32,32,3
13-11-2024,Wednesday,204,,Rainy,Veg Biryani,48,48,3
22-01-2024,Monday,265,Wedding,Hot,Ragi Mudde,46,46,3
27-06-2024,Thursday,118,Wedding,Rainy,Aloo Paratha,50,48,9
29-07-2024,Monday,349,,Rainy,Dal Tadka,44,41,3
13-05-2024,Monday,87,,Sunny,Mutton Curry,30,28,9
08-03-2024,Friday,59,Wedding,Rainy,Paneer Butter Masala,50,46,4
28-10-2024,Monday,331,,Sunny,Idli Sambar,44,44,3
30-03-2024,Saturday,252,,Cold,Veg Manchurian,49,46,3
06-10-2024,Sunday,293,Festival,Cloudy,Butter Naan,41,40,7
31-03-2024,Sunday,256,,Sunny,Hakka Noodles,50,50,3
30-12-2024,Monday,137,,Rainy,Veg Biryani,50,48,9
16-02-2024,Friday,151,,Cold,Fried Rice,47,47,3
26-07-2024,Friday,245,,Sunny,Fried Rice,50,50,3
19-04-2024,Friday,370,Festival,Rainy,Dal Tadka,48,46,9
07-08-2024,Wednesday,163,,Sunny,Hakka Noodles,29,27,9
22-02-2024,Thursday,239,,Hot,Chicken Biryani,20,20,3
12-11-2024,Tuesday,200,,Cloudy,Fried Rice,46,46,3
25-01-2024,Thursday,105,Wedding,Rainy,Grilled Fish,50,50,3
24-03-2024,Sunday,346,Festival,Cloudy,Chicken Biryani,49,49,3
06-08-2024,Tuesday,61,,Cloudy,Idli Sambar,44,44,3
03-08-2024,Saturday,343,Conference,Rainy,Veg Pulao,50,46,4
28-04-2024,Sunday,117,Wedding,Cold,Dal Tadka,41,41,3
22-04-2024,Monday,85,,Cloudy,Veg Manchurian,20,20,3
08-12-2024,Sunday,107,Festival,Cold,Hakka Noodles,50,50,3
14-04-2024,Sunday,125,,Sunny,Chicken Curry,42,38,4
28-02-2024,Wednesday,309,,Cloudy,Chole Bhature,28,28,3
27-03-2024,Wednesday,79,Corporate Party,Cloudy,Dal Tadka,50,50,3
25-03-2024,Monday,72,,Rainy,Paneer Butter Masala,29,29,3
15-07-2024,Monday,212,,Sunny,Pav Bhaji,48,48,3
17-11-2024,Sunday,70,,Cloudy,Dal Tadka,26,26,3
15-08-2024,Thursday,392,,Cold,Chicken Biryani,36,32,4
11-10-2024,Friday,179,,Rainy,Hakka Noodles,30,30,3
28-11-2024,Thursday,184,,Sunny,Masala Dosa,43,43,3
29-05-2024,Wednesday,124,Festival,Sunny,Masala Dosa,35,31,4
25-02-2024,Sunday,235,,Hot,Veg Biryani,30,28,9
11-02-2024,Sunday,232,Wedding,Cold,Dal Tadka,50,48,9
16-03-2024,Saturday,133,,Hot,Chicken Biryani,21,19,9
20-01-2024,Saturday,169,Corporate Party,Rainy,Chicken Biryani,39,39,3
29-02-2024,Thursday,54,Corporate Party,Cloudy,Veg Biryani,40,40,3
18-10-2024,Friday,309,,Hot,Mutton Curry,23,22,7
24-08-2024,Saturday,105,,Hot,Paneer Butter Masala,27,27,3
11-08-2024,Sunday,329,,Rainy,Paneer Butter Masala,50,50,3
18-03-2024,Monday,128,Festival,Rainy,Mutton Curry,39,39,3
07-07-2024,Sunday,308,,Cloudy,Paneer Butter Masala,47,46,7
19-05-2024,Sunday,273,Corporate Party,Sunny,Paneer Butter Masala,50,50,3
21-09-2024,Saturday,105,,Rainy,Grilled Fish,42,42,3
11-01-2024,Thursday,225,,Hot,Ragi Mudde,26,23,3
26-05-2024,Sunday,137,,Cloudy,Quinoa Upma,50,50,3
13-08-2024,Tuesday,246,,Cloudy,Pizza Margherita,25,24,7
25-10-2024,Friday,143,Conference,Cloudy,Veg Biryani,36,34,9
30-03-2024,Saturday,263,Festival,Rainy,Pasta Alfredo,41,37,4
04-04-2024,Thursday,98,Festival,Cloudy,Quinoa Upma,41,40,7
17-04-2024,Wednesday,210,,Rainy,Butter Naan,26,25,7
04-12-2024,Wednesday,230,Festival,Sunny,Fried Rice,34,31,3
11-06-2024,Tuesday,209,,Cold,Pav Bhaji,25,24,7
17-09-2024,Tuesday,355,Conference,Rainy,Chicken Biryani,50,49,7
22-07-2024,Monday,70,,Hot,Fried Rice,22,19,3
21-01-2024,Sunday,84,Wedding,Hot,Mutton Curry,50,50,3
06-03-2024,Wednesday,217,Conference,Cloudy,Mutton Curry,44,44,3
01-03-2024,Friday,253,Corporate Party,Hot,Hakka Noodles,32,32,3
23-03-2024,Saturday,92,,Sunny,Chicken Biryani,36,36,3
30-07-2024,Tuesday,249,,Cloudy,Chicken Biryani,31,27,4
10-02-2024,Saturday,275,,Rainy,Dal Tadka,49,49,3
03-01-2024,Wednesday,254,,Rainy,Paneer Tikka,31,27,4
24-04-2024,Wednesday,178,,Hot,Pav Bhaji,24,21,3
01-06-2024,Saturday,319,Conference,Rainy,Mutton Curry,50,50,3
15-07-2024,Monday,341,Wedding,Sunny,Dal Tadka,50,48,9
09-08-2024,Friday,226,,Cold,Paneer Butter Masala,26,24,9
17-08-2024,Saturday,139,,Cloudy,Masala Dosa,44,44,3
08-11-2024,Friday,72,Festival,Sunny,Pav Bhaji,31,31,3
10-09-2024,Tuesday,150,,Cold,Chicken Biryani,45,42,3
31-08-2024,Saturday,96,,Cloudy,Pav Bhaji,39,39,3
20-05-2024,Monday,201,,Sunny,Paneer Butter Masala,37,37,3
19-09-2024,Thursday,249,,Cold,Pav Bhaji,25,25,3
27-07-2024,Saturday,322,,Sunny,Masala Dosa,50,49,7
16-09-2024,Monday,178,Wedding,Cold,Chicken Curry,40,37,3
14-06-2024,Friday,82,,Hot,Pav Bhaji,32,30,9
21-08-2024,Wednesday,398,,Cold,Grilled Fish,33,30,3
16-08-2024,Friday,139,,Rainy,Aloo Paratha,33,31,9
25-02-2024,Sunday,303,,Rainy,Paneer Tikka,36,36,3
14-02-2024,Wednesday,274,,Rainy,Hakka Noodles,34,30,4
05-10-2024,Saturday,94,,Cold,Veg Pulao,30,30,3
20-11-2024,Wednesday,333,Festival,Hot,Pasta Alfredo,50,50,3
08-07-2024,Monday,308,,Sunny,Veg Biryani,37,37,3
19-09-2024,Thursday,246,,Cold,Paneer Butter Masala,41,41,3
08-01-2024,Monday,323,Festival,Cloudy,Mutton Curry,50,48,9
11-09-2024,Wednesday,287,,Hot,Paneer Butter Masala,20,20,3
28-05-2024,Tuesday,158,,Sunny,Idli Sambar,29,28,7
21-07-2024,Sunday,84,,Sunny,Fried Rice,42,42,3
22-03-2024,Friday,65,,Rainy,Fried Rice,20,17,3
09-08-2024,Friday,129,,Rainy,Pasta Alfredo,43,41,9
09-01-2024,Tuesday,276,Conference,Rainy,Dal Tadka,50,49,7
18-11-2024,Monday,188,,Hot,Dal Tadka,22,18,4
19-11-2024,Tuesday,359,,Sunny,Veg Manchurian,50,48,9
28-02-2024,Wednesday,385,,Rainy,Chicken Biryani,50,50,3
17-05-2024,Friday,168,,Cloudy,Paneer Tikka,23,23,3
21-12-2024,Saturday,291,Wedding,Rainy,Chicken Curry,46,46,3
28-05-2024,Tuesday,366,Wedding,Cloudy,Grilled Fish,50,48,9
05-08-2024,Monday,327,,Hot,Masala Dosa,50,46,4
24-07-2024,Wednesday,346,Wedding,Rainy,Paneer Butter Masala,46,42,4
14-05-2024,Tuesday,127,,Cold,Paneer Butter Masala,32,28,4
28-02-2024,Wednesday,165,,Hot,Fried Rice,20,17,3
10-05-2024,Friday,112,Wedding,Sunny,Paneer Butter Masala,50,46,4
14-03-2024,Thursday,325,,Sunny,Pav Bhaji,40,37,3
10-04-2024,Wednesday,234,,Hot,Hakka Noodles,47,45,9
22-10-2024,Tuesday,147,,Cloudy,Veg Pulao,23,23,3
19-11-2024,Tuesday,120,Festival,Rainy,Hakka Noodles,50,50,3
29-06-2024,Saturday,232,,Cold,Veg Biryani,40,40,3
24-05-2024,Friday,193,,Hot,Avocado Toast,35,35,3
18-07-2024,Thursday,120,,Hot,Aloo Paratha,33,33,3
26-02-2024,Monday,356,,Sunny,Grilled Fish,45,45,3
08-08-2024,Thursday,86,Wedding,Cloudy,Veg Pulao,30,30,3
13-06-2024,Thursday,53,,Rainy,Veg Biryani,41,41,3
02-01-2024,Tuesday,327,,Cloudy,Butter Naan,50,48,9
28-03-2024,Thursday,391,,Sunny,Beetroot Salad,43,43,3
09-10-2024,Wednesday,340,,Cold,Masala Dosa,47,46,7
19-11-2024,Tuesday,308,Wedding,Cloudy,Paneer Butter Masala,50,46,4
19-06-2024,Wednesday,316,,Hot,Veg Biryani,32,29,3
24-09-2024,Tuesday,291,,Rainy,Pizza Margherita,34,34,3
20-08-2024,Tuesday,105,Wedding,Cold,Pav Bhaji,49,49,3
28-08-2024,Wednesday,256,Corporate Party,Cloudy,Paneer Butter Masala,50,47,3
25-06-2024,Tuesday,135,,Sunny,Veg Manchurian,48,48,3
03-05-2024,Friday,269,,Cloudy,Aloo Paratha,27,23,4
26-02-2024,Monday,82,,Rainy,Bajra Khichdi,40,40,3
16-01-2024,Tuesday,152,,Rainy,Dal Tadka,30,30,3
06-11-2024,Wednesday,90,Festival,Cold,Pav Bhaji,39,38,7
14-09-2024,Saturday,369,Corporate Party,Rainy,Mutton Curry,50,50,3
20-03-2024,Wednesday,237,,Sunny,Chicken Biryani,41,37,4
31-01-2024,Wednesday,243,Festival,Cloudy,Veg Biryani,48,48,3
14-03-2024,Thursday,279,Conference,Cold,Masala Dosa,50,50,3
26-01-2024,Friday,200,,Sunny,Paneer Butter Masala,24,24,3
07-02-2024,Wednesday,89,Wedding,Sunny,Veg Manchurian,48,45,3
06-01-2024,Saturday,209,Wedding,Rainy,Chole Bhature,50,50,3
11-06-2024,Tuesday,284,,Sunny,Idli Sambar,44,44,3
09-08-2024,Friday,102,Corporate Party,Hot,Grilled Fish,33,30,3
17-05-2024,Friday,382,,Cold,Chicken Biryani,50,50,3
29-09-2024,Sunday,178,Festival,Rainy,Butter Naan,43,42,7
07-01-2024,Sunday,145,,Cloudy,Chicken Curry,33,33,3
02-07-2024,Tuesday,311,,Cold,Veg Biryani,50,47,3
10-10-2024,Thursday,254,,Cold,Veg Pulao,50,50,3
21-01-2024,Sunday,132,,Rainy,Butter Naan,40,40,3
27-05-2024,Monday,173,,Cold,Chicken Curry,26,26,3
30-10-2024,Wednesday,299,Wedding,Rainy,Mutton Curry,50,50,3
15-01-2024,Monday,360,,Cloudy,Paneer Butter Masala,28,27,7
11-05-2024,Saturday,248,,Sunny,Chicken Curry,47,45,9
27-07-2024,Saturday,63,,Rainy,Butter Naan,44,42,9
17-11-2024,Sunday,72,,Rainy,Chicken Biryani,31,29,9
12-11-2024,Tuesday,346,,Hot,Pav Bhaji,50,49,7
24-12-2024,Tuesday,220,,Cloudy,Masala Dosa,31,31,3
14-01-2024,Sunday,391,,Cloudy,Butter Naan,46,45,7
18-08-2024,Sunday,354,Festival,Hot,Paneer Butter Masala,50,50,3
20-06-2024,Thursday,385,,Sunny,Paneer Butter Masala,43,43,3
12-06-2024,Wednesday,172,,Sunny,Masala Dosa,31,31,3
05-09-2024,Thursday,243,,Cold,Veg Biryani,25,25,3
20-06-2024,Thursday,325,Festival,Rainy,Veg Biryani,38,38,3
20-06-2024,Thursday,376,Festival,Cold,Paneer Butter Masala,44,44,3
05-06-2024,Wednesday,285,,Sunny,Mutton Curry,40,37,3
24-05-2024,Friday,313,,Cold,Fried Rice,42,42,3
28-08-2024,Wednesday,312,,Cloudy,Veg Biryani,39,37,9
06-06-2024,Thursday,322,Festival,Cold,Mutton Curry,50,50,3
12-12-2024,Thursday,108,,Sunny,Aloo Paratha,42,39,3
21-10-2024,Monday,311,Festival,Sunny,Masala Dosa,39,39,3
09-09-2024,Monday,90,,Sunny,Mutton Curry,32,32,3
26-01-2024,Friday,188,Festival,Rainy,Chicken Curry,48,47,7
15-12-2024,Sunday,387,,Rainy,Masala Dosa,41,38,3
19-06-2024,Wednesday,205,Wedding,Cloudy,Masala Dosa,44,44,3
15-01-2024,Monday,297,,Rainy,Aloo Paratha,39,39,3
25-06-2024,Tuesday,246,,Cloudy,Paneer Butter Masala,35,35,3
01-11-2024,Friday,70,Wedding,Hot,Paneer Butter Masala,28,26,9
06-08-2024,Tuesday,283,Wedding,Hot,Dal Tadka,31,30,7
07-03-2024,Thursday,50,,Hot,Veg Biryani,36,34,9
15-03-2024,Friday,214,,Cloudy,Pasta Alfredo,34,34,3
23-11-2024,Saturday,258,,Sunny,Chicken Biryani,50,47,3
15-01-2024,Monday,387,,Cold,Hakka Noodles,50,48,9
19-09-2024,Thursday,243,Festival,Hot,Pasta Alfredo,50,47,3
14-07-2024,Sunday,384,,Sunny,Paneer Butter Masala,48,44,4
07-07-2024,Sunday,252,Wedding,Sunny,Masala Dosa,50,50,3
10-04-2024,Wednesday,326,,Sunny,Pav Bhaji,29,26,3
27-10-2024,Sunday,259,Wedding,Cloudy,Masala Dosa,50,48,9
04-06-2024,Tuesday,294,,Cold,Paneer Butter Masala,39,39,3
17-07-2024,Wednesday,309,Wedding,Cold,Paneer Butter Masala,50,47,3
24-05-2024,Friday,227,,Sunny,Butter Naan,42,40,9
21-03-2024,Thursday,182,,Cloudy,Butter Naan,35,35,3
03-04-2024,Wednesday,52,,Cold,Veg Manchurian,35,35,3
13-07-2024,Saturday,332,,Cold,Veg Pulao,50,50,3
